spotifyid,DataSet,Wonder,Transcendence,Tenderness,Nostalgia,Peacefulness,Power,Joy,Tension,Sadness,mp3,spec_npy,n_mels,n_frames,tempo,tempo_variance,loudness,energy,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,key,mode,acousticness,danceability,valence
4GTPd683y4bmn0PRc9WjEr,Trompa-Mer,0.0454545454545454,0.2272727272727272,0.1818181818181818,0.0,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,"DataSets\audio\Juan-Alfonso Garcia - 7 Proverbios_ No. 1, Entre el vivir el soñar.mp3","DataSets\img\Juan-Alfonso Garcia - 7 Proverbios_ No. 1, Entre el vivir el soñar.npy",128.0,5349.0,[103.359375],0.0019207799219460846,-35.598072,0.20538169145584106,1721.4765453704788,1973.3730530632045,3150.180951286765,0.04514275151942696,6,0,0.9369716942310333,[0.55305009],0.1832256668433123
7vXHGrMdYNF0tiifMt53Dy,Trompa-Mer,0.0384615384615384,0.0,0.0,0.0,0.0,0.3076923076923077,0.5,0.1538461538461538,0.0,"DataSets\audio\Juan-Alfonso Garcia - 7 Proverbios_ No. 4, Qué difficil es.mp3","DataSets\img\Juan-Alfonso Garcia - 7 Proverbios_ No. 4, Qué difficil es.npy",128.0,2084.0,[56.79086538],0.008395361552332463,-38.79654,0.3564664125442505,1722.6556843123124,1911.3214491417918,3179.152512404248,0.047518062325905296,7,0,0.8620582967996597,[0.50082635],0.23366584980223762
5hyYKS4UlJGZjzF3IoaGLJ,Trompa-Mer,0.3478260869565217,0.0,0.0,0.0,0.0,0.2608695652173913,0.3478260869565217,0.0434782608695652,0.0,"DataSets\audio\Juan-Alfonso Garcia - 7 Proverbios_ No. 7, Tartarín.mp3","DataSets\img\Juan-Alfonso Garcia - 7 Proverbios_ No. 7, Tartarín.npy",128.0,5349.0,[103.359375],0.0019207799219460846,-35.598072,0.20538169145584106,1721.4765453704788,1973.3730530632045,3150.180951286765,0.04514275151942696,6,0,0.9369716942310333,[0.55305009],0.1832256668433123
5dYIevXJe86lA0Ov1mmh7T,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.9130434782608696,0.0,"DataSets\audio\Juan-Alfonso Garcia - 6 Caprichos_ No. 3, Crótalo.mp3","DataSets\img\Juan-Alfonso Garcia - 6 Caprichos_ No. 3, Crótalo.npy",128.0,5349.0,[103.359375],0.0019207799219460846,-35.598072,0.20538169145584106,1721.4765453704788,1973.3730530632045,3150.180951286765,0.04514275151942696,6,0,0.9369716942310333,[0.55305009],0.1832256668433123
2TU95hgoGKts0OOxPMjvrl,Trompa-Mer,0.074074074074074,0.0,0.0,0.0,0.037037037037037,0.1851851851851851,0.3333333333333333,0.2962962962962963,0.074074074074074,DataSets\audio\Rodolfo Halffter - Epitafio de Dulcinea.mp3,DataSets\img\Rodolfo Halffter - Epitafio de Dulcinea.npy,128.0,21211.0,[147.65625],0.0006043025737558401,-33.459568,0.1366049349308014,1380.6053988582394,1749.0986717265355,2375.132695755104,0.03565682581319448,0,0,0.9995615349034779,[0.62481591],0.13757533823414975
7wbxjBoWQQL7wsS6EEgOJw,Trompa-Mer,0.1071428571428571,0.2142857142857142,0.0,0.0,0.1071428571428571,0.1785714285714285,0.1785714285714285,0.1071428571428571,0.1071428571428571,DataSets\audio\Rodolfo Halffter - Epitafio de Sancho Panza.mp3,DataSets\img\Rodolfo Halffter - Epitafio de Sancho Panza.npy,128.0,21211.0,[147.65625],0.0006043025737558401,-33.459568,0.1366049349308014,1380.6053988582394,1749.0986717265355,2375.132695755104,0.03565682581319448,0,0,0.9995615349034779,[0.62481591],0.13757533823414975
152YAX7PjfzSL8YQOTXe5f,Trompa-Mer,0.0,0.2,0.0333333333333333,0.0,0.3,0.1666666666666666,0.0,0.1,0.2,"DataSets\audio\Juan-Alfonso Garcia - 7 Proverbios_ No. 3, Despacito y buena letra.mp3","DataSets\img\Juan-Alfonso Garcia - 7 Proverbios_ No. 3, Despacito y buena letra.npy",128.0,5349.0,[103.359375],0.0019207799219460846,-35.598072,0.20538169145584106,1721.4765453704788,1973.3730530632045,3150.180951286765,0.04514275151942696,6,0,0.9369716942310333,[0.55305009],0.1832256668433123
5sqYrTCTqA1IWjgKv4vxOt,Trompa-Mer,0.0,0.2142857142857142,0.0714285714285714,0.0,0.1071428571428571,0.0714285714285714,0.1071428571428571,0.0357142857142857,0.3928571428571428,"DataSets\audio\Juan-Alfonso Garcia - Amarillos_ No. 1, Plenitud dorada.mp3","DataSets\img\Juan-Alfonso Garcia - Amarillos_ No. 1, Plenitud dorada.npy",128.0,5349.0,[103.359375],0.0019207799219460846,-35.598072,0.20538169145584106,1721.4765453704788,1973.3730530632045,3150.180951286765,0.04514275151942696,6,0,0.9369716942310333,[0.55305009],0.1832256668433123
2QNGtrmFLtSavGA5EPUi1u,Trompa-Mer,0.037037037037037,0.1111111111111111,0.037037037037037,0.0,0.037037037037037,0.1851851851851851,0.1481481481481481,0.4074074074074074,0.037037037037037,"DataSets\audio\Juan-Alfonso Garcia - 6 Caprichos_ No. 4, Chumbera.mp3","DataSets\img\Juan-Alfonso Garcia - 6 Caprichos_ No. 4, Chumbera.npy",128.0,5349.0,[103.359375],0.0019207799219460846,-35.598072,0.20538169145584106,1721.4765453704788,1973.3730530632045,3150.180951286765,0.04514275151942696,6,0,0.9369716942310333,[0.55305009],0.1832256668433123
5lV9bzXhBYRL1MqUicvWNY,Trompa-Mer,0.0416666666666666,0.0,0.0,0.0,0.0416666666666666,0.0,0.0833333333333333,0.8333333333333334,0.0,"DataSets\audio\Juan-Alfonso Garcia - 6 Caprichos_ No. 5, Pita.mp3","DataSets\img\Juan-Alfonso Garcia - 6 Caprichos_ No. 5, Pita.npy",128.0,5349.0,[103.359375],0.0019207799219460846,-35.598072,0.20538169145584106,1721.4765453704788,1973.3730530632045,3150.180951286765,0.04514275151942696,6,0,0.9369716942310333,[0.55305009],0.1832256668433123
5pvF7hKdwBRL0QQKCSqmZi,Trompa-Mer,0.0714285714285714,0.0357142857142857,0.0357142857142857,0.0,0.0,0.1071428571428571,0.2857142857142857,0.25,0.2142857142857142,"DataSets\audio\Juan-Alfonso Garcia - Amarillos_ No. 2, Tarde encendida.mp3","DataSets\img\Juan-Alfonso Garcia - Amarillos_ No. 2, Tarde encendida.npy",128.0,7371.0,[101.33272059],0.001983426288862003,-37.11817,0.19670924544334412,1616.099906356534,2072.003518729587,2991.1854198249725,0.04051465412860293,3,0,0.9839242845773697,[0.56243238],0.17330974223821696
5jCB7MXfknSWouuPZnIlSZ,Trompa-Mer,0.0,0.2307692307692307,0.0384615384615384,0.0,0.2692307692307692,0.0,0.0,0.1153846153846153,0.3461538461538461,"DataSets\audio\Juan-Alfonso Garcia - Amarillos_ No. 3, Serena de amarillos.mp3","DataSets\img\Juan-Alfonso Garcia - Amarillos_ No. 3, Serena de amarillos.npy",128.0,21882.0,[97.50884434],0.00220095154311778,-36.930595,0.115988589823246,1544.1173456748622,2003.3968595786519,2771.7098527529447,0.038071481805098686,11,0,0.9925868385471404,[0.53203988],0.14160401965273947
1wyJrZjundLcJjJFCWHaaj,Trompa-Mer,0.037037037037037,0.074074074074074,0.0,0.0,0.074074074074074,0.1111111111111111,0.1851851851851851,0.3333333333333333,0.1851851851851851,"DataSets\audio\Juan-Alfonso Garcia - 6 Caprichos_ No. 1, Guitarra.mp3","DataSets\img\Juan-Alfonso Garcia - 6 Caprichos_ No. 1, Guitarra.npy",128.0,5349.0,[103.359375],0.0019207799219460846,-35.598072,0.20538169145584106,1721.4765453704788,1973.3730530632045,3150.180951286765,0.04514275151942696,6,0,0.9369716942310333,[0.55305009],0.1832256668433123
2VhIYX89AJV2rEpFzyHPAJ,Trompa-Mer,0.0,0.0714285714285714,0.1071428571428571,0.0,0.3928571428571428,0.0,0.0,0.0714285714285714,0.3571428571428571,"DataSets\audio\Juan-Alfonso Garcia - 6 Caprichos_ No. 2, Candil.mp3","DataSets\img\Juan-Alfonso Garcia - 6 Caprichos_ No. 2, Candil.npy",128.0,10806.0,[114.84375],0.0010827871242162178,-34.379063,0.11398053914308548,1639.2414315807732,2088.1773132089047,3046.2634733730392,0.03917916711431027,8,0,0.9779175687581301,[0.55537229],0.14727627515308003
1xIyQEcnbco2Xi2kpFmQwq,Trompa-Mer,0.0,0.0434782608695652,0.0869565217391304,0.0,0.217391304347826,0.0,0.0,0.0,0.6521739130434783,"DataSets\audio\Juan-Alfonso Garcia - 6 Caprichos_ No. 6, Cruz.mp3","DataSets\img\Juan-Alfonso Garcia - 6 Caprichos_ No. 6, Cruz.npy",128.0,12627.0,[123.046875],0.0009653865742355531,-38.825024,0.15601687133312225,1425.4332785588201,1970.38095208781,2585.049551837187,0.03532106063522895,3,0,0.98149598762393,[0.58424908],0.1470345090149621
3zWLGLDtXn84S5YnOJNJWN,Trompa-Mer,0.0333333333333333,0.1333333333333333,0.0666666666666666,0.0,0.1666666666666666,0.0333333333333333,0.1666666666666666,0.1666666666666666,0.2333333333333333,DataSets\audio\Pablo Ortiz - Gallos y Huesos_ Si Cuando Cae la Noche.mp3,DataSets\img\Pablo Ortiz - Gallos y Huesos_ Si Cuando Cae la Noche.npy,128.0,35620.0,[90.66611842],0.004002232918394384,-30.033535,0.19036681950092316,1210.200430726956,1564.7782509683518,2153.293641648672,0.03337502610108377,2,0,0.9998461685900111,[0.54784786],0.14413563521543812
79OvD8Uk5EKoFt5kRfNIxr,Trompa-Mer,0.037037037037037,0.1481481481481481,0.037037037037037,0.0,0.2962962962962963,0.0,0.037037037037037,0.1481481481481481,0.2962962962962963,DataSets\audio\Pablo Ortiz - Notker_ XIII. Organ Solo.mp3,DataSets\img\Pablo Ortiz - Notker_ XIII. Organ Solo.npy,128.0,4615.0,[172.265625],0.0005755801046263181,-34.32724,0.4103945791721344,584.5991109072646,1147.5927079434732,661.3266509433962,0.015547612028301887,3,0,0.9993406903813593,[0.75702113],0.17577146711786243
7rKbARub9Y2wdfgCk8OOCL,Trompa-Mer,0.0384615384615384,0.1153846153846153,0.0384615384615384,0.0,0.1153846153846153,0.0,0.0384615384615384,0.1538461538461538,0.5,DataSets\audio\Pablo Ortiz - Teatro Martín Fierro Suite for 3 Sopranos_ II. A Pedido Suyo....mp3,DataSets\img\Pablo Ortiz - Teatro Martín Fierro Suite for 3 Sopranos_ II. A Pedido Suyo....npy,128.0,5414.0,[87.59269068],0.0006876020756027944,-32.2969,0.15815317630767822,1309.7769733533307,1596.494393236847,1916.0118561052745,0.03745381010130789,1,0,0.9993419672246091,[0.53181953],0.14003619032611478
5RrNHFDYr7xwJU4Di6Ns9o,Trompa-Mer,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0454545454545454,0.1818181818181818,0.5909090909090909,0.0,0.0,DataSets\audio\April Stevens - Teach Me Tiger (Arr. R. Sund).mp3,DataSets\img\April Stevens - Teach Me Tiger (Arr. R. Sund).npy,128.0,1901.0,[86.1328125],0.003033457550544872,-19.705275,0.2902491092681885,1749.947110189442,1934.6431924823373,3349.8139937767255,0.044803160316127064,3,0,0.9966992645058781,[0.57253748],0.21341284376869227
6IS8a7T5zqd1hDZQkpobcP,Trompa-Mer,0.074074074074074,0.0,0.0,0.0,0.0,0.2222222222222222,0.1481481481481481,0.4814814814814814,0.074074074074074,"DataSets\audio\Benjamin Britten - Sacred and Profane, Op. 91_ No. 4, The long night.mp3","DataSets\img\Benjamin Britten - Sacred and Profane, Op. 91_ No. 4, The long night.npy",128.0,14145.0,[103.359375],0.0015960595486187183,-36.39741,0.12354011088609695,1080.9504683178668,1470.1593660329513,1857.5237756056083,0.029340921712119345,2,0,0.99980071040045,[0.54671257],0.11324340151655676
4i9OMFEiXL62m2OriXVtan,Trompa-Mer,0.0833333333333333,0.0416666666666666,0.0,0.0,0.0,0.2083333333333333,0.3333333333333333,0.25,0.0833333333333333,DataSets\audio\Steve Reich - You Are (Variations)_ I. You are wherever your thoughts are.mp3,DataSets\img\Steve Reich - You Are (Variations)_ I. You are wherever your thoughts are.npy,128.0,79438.0,[184.5703125],0.00017621046447149089,-20.243654,0.364651620388031,1104.6475767798754,1369.9671795395586,1831.7435036085799,0.03356577848224986,2,0,0.9994969966355711,[0.76233339],0.1951937119146687
7BNo2o4lNCZHHtbiSrwG3k,Trompa-Mer,0.0,0.2,0.0,0.0,0.0333333333333333,0.2666666666666666,0.1,0.1666666666666666,0.2333333333333333,"DataSets\audio\Benjamin Britten - Sacred and Profane, Op. 91_ No. 1, St. Godric's Hymn.mp3","DataSets\img\Benjamin Britten - Sacred and Profane, Op. 91_ No. 1, St. Godric's Hymn.npy",128.0,11799.0,[120.18531977],0.0012971793439976072,-47.88948,0.14115077257156372,1167.8128356672655,1866.6991249199702,2018.8304897744883,0.022161809382072222,7,0,0.8932112157344818,[0.5450962],0.12490444656833895
0faLF4FhS55lO2lrLE2r1l,Trompa-Mer,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.0416666666666666,0.7083333333333334,0.0833333333333333,"DataSets\audio\Benjamin Britten - Sacred and Profane, Op. 91_ No. 8, A death.mp3","DataSets\img\Benjamin Britten - Sacred and Profane, Op. 91_ No. 8, A death.npy",128.0,21874.0,[112.34714674],0.0013948614842327763,-41.779167,0.12949517369270325,1317.3745669345835,1854.6528384221153,2297.6216885714666,0.028614898401425084,4,0,0.9403599165380001,[0.54386361],0.13099002902653997
0CHQJ0VzghuyunbsToP1Vz,Trompa-Mer,0.0689655172413793,0.1724137931034483,0.0,0.0,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.3103448275862069,0.2413793103448276,"DataSets\audio\Frank Martin - Songs Of Ariel From Shakespeare's Tempest Iii, Act 4, Sc. Iii.mp3","DataSets\img\Frank Martin - Songs Of Ariel From Shakespeare's Tempest Iii, Act 4, Sc. Iii.npy",128.0,26111.0,[114.84375],0.001814172272751218,-34.782135,0.13173161447048187,1818.8146504675226,2088.8900503814725,3340.393427895037,0.04700552676189418,0,0,0.9996073495422024,[0.56851924],0.16516484818799546
6JoJe5zn3pvdwtBc1EOWHd,Trompa-Mer,0.0,0.0416666666666666,0.0833333333333333,0.0,0.2083333333333333,0.0,0.0,0.0416666666666666,0.625,"DataSets\audio\Edward Elgar - Scenes from the Bavarian Highlands, Op. 27_ No. 5. On the Alm.mp3","DataSets\img\Edward Elgar - Scenes from the Bavarian Highlands, Op. 27_ No. 5. On the Alm.npy",128.0,150718.0,[120.18531977],0.0006911711292427583,-33.205112,0.11653817445039749,1358.01034570445,1732.227286962253,2460.98313856346,0.03510725938790268,7,0,0.9955570646561682,[0.57100728],0.12938008119709582
2QQMwyq7TvBuZ8aQZAsZF2,Trompa-Mer,0.125,0.0416666666666666,0.0,0.0,0.0,0.0416666666666666,0.0833333333333333,0.625,0.0833333333333333,"DataSets\audio\Frank Martin - Songs Of Ariel From Shakespeare's Tempest I, Act 1, Sc. Ii.mp3","DataSets\img\Frank Martin - Songs Of Ariel From Shakespeare's Tempest I, Act 1, Sc. Ii.npy",128.0,9019.0,[60.09265988],0.004535283400034339,-39.62261,0.11001016944646835,1736.1277874454786,2168.448566615713,3124.9918986416365,0.04250560872940533,2,0,0.999229462875519,[0.46990098],0.15241190897852136
2TICIDkyiu7NmVczC4tWyj,Trompa-Mer,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.4,0.56,"DataSets\audio\William Schuman - Carols of Death_ No. 1, The Last Invocation.mp3","DataSets\img\William Schuman - Carols of Death_ No. 1, The Last Invocation.npy",128.0,20902.0,[120.18531977],0.0006063407253102209,-32.514614,0.1190543994307518,1544.2251611334707,1870.1490274457847,2752.9286433526922,0.04220397311882082,4,0,0.9978261394426227,[0.57260238],0.1426331438858153
3rB5h93plfZW3B3DMDJQf5,Trompa-Mer,0.0,0.0,0.0769230769230769,0.0,0.0384615384615384,0.0,0.0384615384615384,0.1538461538461538,0.6923076923076923,"DataSets\audio\William Bolcom - The Mask_ No. 1, We Wear the Mask.mp3","DataSets\img\William Bolcom - The Mask_ No. 1, We Wear the Mask.npy",128.0,399.0,[143.5546875],3.1591775032007704e-05,-21.871063,0.38977500796318054,3055.6529295260916,3512.3647933474535,6687.812272892442,0.05287063953488372,3,0,0.9634257480502129,[0.69032473],0.33363519795613295
62yH0ofV5045MVZS8iBV2K,Trompa-Mer,0.074074074074074,0.1111111111111111,0.1111111111111111,0.0,0.2592592592592592,0.074074074074074,0.1851851851851851,0.0,0.1851851851851851,"DataSets\audio\Edward Elgar - Scenes from the Bavarian Highlands, Op. 27_ No. 1. The Dance.mp3","DataSets\img\Edward Elgar - Scenes from the Bavarian Highlands, Op. 27_ No. 1. The Dance.npy",128.0,150718.0,[120.18531977],0.0006911711292427583,-33.205112,0.11653817445039749,1358.01034570445,1732.227286962253,2460.98313856346,0.03510725938790268,7,0,0.9955570646561682,[0.57100728],0.12938008119709582
6fOL6xjXCP8HN1WKZjdEVk,Trompa-Mer,0.28125,0.125,0.03125,0.0,0.09375,0.0625,0.0,0.25,0.15625,DataSets\audio\Kate Whitley - Theories of Quantum Mechanics_ II. Loop Quantum Gravity.mp3,DataSets\img\Kate Whitley - Theories of Quantum Mechanics_ II. Loop Quantum Gravity.npy,128.0,4469.0,[114.84375],0.0020574116318337037,-40.27969,0.1456296592950821,2449.6394117327095,2675.6093324079616,4498.576486993375,0.05791961994998701,4,0,0.9985249413875863,[0.57279112],0.2118525138805413
3aYBoCig7uTHMYxyGr3wAy,Trompa-Mer,0.1153846153846153,0.1153846153846153,0.0,0.0,0.0,0.0769230769230769,0.5384615384615384,0.1153846153846153,0.0384615384615384,DataSets\audio\Bob Chilcott - You and Me_ I. Brightness.mp3,DataSets\img\Bob Chilcott - You and Me_ I. Brightness.npy,128.0,12964.0,[123.046875],0.00012227913137754254,-18.833597,0.37308087944984436,2491.567680302943,3012.684046447911,5499.218684406065,0.05242206041218879,1,0,0.9986972362967208,[0.6623375],0.29046480517014434
11uWBIkJDSGhP1vB7zWryz,Trompa-Mer,0.0,0.1153846153846153,0.1153846153846153,0.0,0.2692307692307692,0.0,0.1153846153846153,0.0,0.3846153846153846,"DataSets\audio\Johannes Brahms - 12 Lieder und Romanzen, Op. 44_ No. 9, Am Wildbach die Weiden.mp3","DataSets\img\Johannes Brahms - 12 Lieder und Romanzen, Op. 44_ No. 9, Am Wildbach die Weiden.npy",128.0,4414.0,[78.30255682],0.005562883018088282,-46.071392,0.19765174388885498,2300.6461629428086,2711.972427872013,4305.270021329235,0.05362193726163861,6,0,0.9975296431221068,[0.52889806],0.21926032549247224
16ZdfGO9J16VA6AB7WOPIh,Trompa-Mer,0.12,0.04,0.0,0.0,0.0,0.12,0.64,0.08,0.0,"DataSets\audio\Johannes Brahms - 13 Canons, Op. 113_ No. 3, Sitzt a schons Vogerl aufm Dannabaum.mp3","DataSets\img\Johannes Brahms - 13 Canons, Op. 113_ No. 3, Sitzt a schons Vogerl aufm Dannabaum.npy",128.0,3100.0,[166.70866935],0.0003695231289496222,-32.2332,0.260934054851532,1832.5656781094365,2341.2682280200884,3435.2233475245785,0.03974499648876405,5,0,0.9988613238092512,[0.69777958],0.2091490634911398
65mzay1qpkonZeZ5vg3CNm,Trompa-Mer,0.1690140845070422,0.0,0.0,0.0,0.0140845070422535,0.2112676056338028,0.1126760563380281,0.4929577464788732,0.0,DataSets\audio\Paul Hindemith - Lieder nach alten Texten op. 33 VI. Landknechtstrinklied.mp3,DataSets\img\Paul Hindemith - Lieder nach alten Texten op. 33 VI. Landknechtstrinklied.npy,128.0,6943.0,[161.49902344],0.0008525766801182007,-40.32682,0.18674251437187195,1726.6098729819957,2042.7271566693214,3266.0755905100336,0.04175253775606187,3,0,0.8915572986006737,[0.62859831],0.17735482965609037
6x8rdXb1gxj7fNjHtHW2GP,Trompa-Mer,0.0689655172413793,0.0,0.0,0.0,0.0689655172413793,0.2068965517241379,0.3448275862068966,0.1724137931034483,0.1379310344827586,"DataSets\audio\Robert Schumann - Ritornelle in canonischen Weisen, Op. 65_ No. 2, Lasst Lautenspiel und Becherklang.mp3","DataSets\img\Robert Schumann - Ritornelle in canonischen Weisen, Op. 65_ No. 2, Lasst Lautenspiel und Becherklang.npy",128.0,8748.0,[114.84375],0.0018494857408814795,-39.321796,0.1887516975402832,1627.5460531142746,2270.8660508722014,3087.964207396732,0.0332055874668215,4,0,0.9995501493685879,[0.58750687],0.17142030272104605
2x1UV95kQQ4uPu1j5E79c1,Trompa-Mer,0.037037037037037,0.1851851851851851,0.037037037037037,0.0,0.074074074074074,0.1851851851851851,0.1481481481481481,0.1111111111111111,0.2222222222222222,"DataSets\audio\Johannes Brahms - Seven Songs, Op. 62_ VII. Vergangen ist mir Glück und Heil.mp3","DataSets\img\Johannes Brahms - Seven Songs, Op. 62_ VII. Vergangen ist mir Glück und Heil.npy",128.0,11083.0,[92.28515625],0.0016973523371850365,-35.622242,0.1880793273448944,1204.9405036971484,1564.7236318149025,2195.953618498586,0.029716717080452544,9,0,0.9991339263506234,[0.54954634],0.14302247602810803
31kHSVt0VGt38rg0903Dgj,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.25,0.2916666666666667,0.0,"DataSets\audio\Johannes Brahms - 12 Deutsche Volkslieder, WoO 35_ No. 12, Altdeutsches Kampflied.mp3","DataSets\img\Johannes Brahms - 12 Deutsche Volkslieder, WoO 35_ No. 12, Altdeutsches Kampflied.npy",128.0,29565.0,[107.66601562],0.0016092095014049622,-35.034298,0.15590372681617737,1587.6410112926576,2047.4715671524464,3065.6516450274885,0.0339048195746613,0,0,0.9997920109890401,[0.56467527],0.15781064302490297
4vJxWO3XpcE9agrMwJ30rF,Trompa-Mer,0.0,0.16,0.04,0.0,0.16,0.2,0.12,0.12,0.2,"DataSets\audio\Johannes Brahms - Fest-und Gedenksprüche, Op. 109_ II. Wenn ein starker Gewappneter.mp3","DataSets\img\Johannes Brahms - Fest-und Gedenksprüche, Op. 109_ II. Wenn ein starker Gewappneter.npy",128.0,34196.0,[109.95678191],0.0018598692477218028,-28.884985,0.14859101176261902,1525.6194783574083,1598.3518172131087,2676.893559461894,0.046264623570864735,2,0,0.9982124831294641,[0.56552913],0.15123830247803358
15MWl1GYa2yIQXfYZQldwH,Trompa-Mer,0.04,0.32,0.04,0.0,0.2,0.08,0.24,0.04,0.04,"DataSets\audio\Johannes Brahms - Fest-und Gedenksprüche, Op. 109_ III. Wo ist ein so herrlich Volk.mp3","DataSets\img\Johannes Brahms - Fest-und Gedenksprüche, Op. 109_ III. Wo ist ein so herrlich Volk.npy",128.0,25004.0,[89.10290948],0.00013528464163391714,-31.840204,0.41859400272369385,827.6001610962849,746.5771412551842,1182.6253927834498,0.032163917575513096,5,0,0.9913752460852265,[0.6184946],0.19470467831431693
7Dw8gdCKqFs0TRqQ2oEOjc,Trompa-Mer,0.0,0.1111111111111111,0.074074074074074,0.0,0.1111111111111111,0.074074074074074,0.0,0.037037037037037,0.5925925925925926,"DataSets\audio\Johannes Brahms - 7 Lieder, Op. 62_ No. 6, Es geht ein Wehen.mp3","DataSets\img\Johannes Brahms - 7 Lieder, Op. 62_ No. 6, Es geht ein Wehen.npy",128.0,137210.0,[126.04801829],0.0008989123592957478,-32.11482,0.11098916828632355,1408.8773118322579,1827.725171180677,2740.3213366829673,0.03311018534946862,9,0,0.9987138143042102,[0.57998102],0.13092154355092503
0jicUl62JnKRdcDFK3zgdE,Trompa-Mer,0.0,0.0416666666666666,0.0,0.0,0.0833333333333333,0.0,0.0,0.125,0.75,DataSets\audio\Paul Hindemith - Eine lichte Mitternacht.mp3,DataSets\img\Paul Hindemith - Eine lichte Mitternacht.npy,128.0,19100.0,[103.359375],0.0018243639933371173,-41.4882,0.12167304754257202,1286.5826692681535,1940.4837847460255,2436.4261077404108,0.026395799932374932,6,0,0.9769941568374634,[0.53848803],0.1263298604654009
7wL0Ik6NgyKop2Nq0p3IPB,Trompa-Mer,0.037037037037037,0.2222222222222222,0.0,0.0,0.1851851851851851,0.074074074074074,0.0,0.1851851851851851,0.2962962962962963,"DataSets\audio\Robert Schumann - Romanzen und Balladen, Book 2, Op. 75_ Schnitter Tod.mp3","DataSets\img\Robert Schumann - Romanzen und Balladen, Book 2, Op. 75_ Schnitter Tod.npy",128.0,17608.0,[114.84375],0.0012227796344845112,-42.39985,0.06442201137542725,1688.0859141572626,2342.4800104751625,3386.533826394269,0.034223567459369025,2,0,0.9995686401962303,[0.5460698],0.1340130647356266
7HoKAXINCEnv8lnqMA1HKx,Trompa-Mer,0.0,0.0,0.1851851851851851,0.0,0.3703703703703703,0.0,0.1851851851851851,0.0,0.2592592592592592,"DataSets\audio\Johannes Brahms - 12 Deutsche Volkslieder, WoO 35_ No. 3, Erlaube mir.mp3","DataSets\img\Johannes Brahms - 12 Deutsche Volkslieder, WoO 35_ No. 3, Erlaube mir.npy",128.0,10132.0,[63.02400915],0.008787442333188084,-41.173523,0.12434207648038864,1357.8475796713424,2108.7016141233735,2526.7154802444998,0.025155800156840838,0,0,0.9995861699571833,[0.47968276],0.13197053080488572
4KuV3snd78C4143lQzbOJm,Trompa-Mer,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0.3846153846153846,DataSets\audio\Karlheinz Stockhausen - Stimmung_ Model 24.mp3,DataSets\img\Karlheinz Stockhausen - Stimmung_ Model 24.npy,128.0,49352.0,[105.46875],0.0019564410127135066,-33.009068,0.1067882552742958,2780.2823933579252,3452.835930356181,5558.99680573158,0.10703048269925192,10,0,0.999549114931142,[0.54456037],0.22094824464862695
6tUDAhxHNwTdr2k2mQ1u8J,Trompa-Mer,0.0,0.1739130434782608,0.0434782608695652,0.0,0.3478260869565217,0.0,0.0,0.0,0.4347826086956521,"DataSets\audio\Johannes Brahms - Warum ist das Licht gegeben den Mühseligen, Op. 74 No. 1_ IV. Mit Fried und Freud.mp3","DataSets\img\Johannes Brahms - Warum ist das Licht gegeben den Mühseligen, Op. 74 No. 1_ IV. Mit Fried und Freud.npy",128.0,64046.0,[123.046875],0.0005943774034067193,-36.16467,0.11593998968601227,1346.0697277766249,1876.9063675010316,2451.816216832457,0.0303247395597299,4,0,0.9954884615726769,[0.57555428],0.12838464508044575
7sPmR3SWTfhCX4qJ7HaqnP,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Mory Kanté - Diananko.mp3,DataSets\img\Mory Kanté - Diananko.npy,128.0,32676.0,[87.59269068],0.0004408543085324276,-15.831096,0.3642791211605072,2600.4672563046292,3047.6896919374185,5487.4749674537,0.05644683919213004,5,0,0.9942312161438167,[0.5988246],0.294790857473811
0SPRweywD03wII0wKrbM4H,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Mory Kanté - Kounmakan.mp3,DataSets\img\Mory Kanté - Kounmakan.npy,128.0,28279.0,[93.96306818],0.0003947439390300174,-16.269901,0.5064204931259155,3036.6674119009253,3440.9084325870454,6576.309895940246,0.06093658991014246,3,0,0.9989276063861325,[0.65838781],0.3712513251687002
4IVHKHMht44oK1eUdmDMPu,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Kassé-Mady Diabaté - Maliba.mp3,DataSets\img\Kassé-Mady Diabaté - Maliba.npy,128.0,18565.0,[107.66601562],0.0007330933101310346,-13.516936,0.4261096715927124,2957.8661216059827,3644.4545529157917,6950.142288637429,0.053657437265478426,7,0,0.9990305557148531,[0.6544901],0.339227631971303
