spotifyid,DataSet,Wonder,Transcendence,Tenderness,Nostalgia,Peacefulness,Power,Joy,Tension,Sadness,mp3,spec_npy,n_mels,n_frames
5HanF8cg78tSFgIS9s5839,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Maria Da Fé - Até que a voz me doa.mp3,DataSets\img\Maria Da Fé - Até que a voz me doa.npy,128.0,18285.0
63OCNxxPq0cvTV1Qjcfc3v,Trompa-Mer,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,DataSets\audio\Mariza - Chuva.mp3,DataSets\img\Mariza - Chuva.npy,128.0,30179.0
1HmxTlsuvGmmv3swxkqGh3,Trompa-Mer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,DataSets\audio\Yolanda Soares - O Nosso Povo - Royal Fado.mp3,DataSets\img\Yolanda Soares - O Nosso Povo - Royal Fado.npy,128.0,23583.0
2xaH5ognUTS24mxV2365Xz,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Cristina Branco - Espelho quebrado.mp3,DataSets\img\Cristina Branco - Espelho quebrado.npy,128.0,22715.0
6yh14NGRm7vgNrBzxsCFeC,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,DataSets\audio\Cristina Branco - Verdes sao os campos.mp3,DataSets\img\Cristina Branco - Verdes sao os campos.npy,128.0,16647.0
1OFQrNl6K7lDwEtEYYn3uM,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Ricardo Dias Ensemble - Saudades de Coimbra.mp3,DataSets\img\Ricardo Dias Ensemble - Saudades de Coimbra.npy,128.0,19100.0
75B7GcxxpT70gIVHPt9n1W,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Mané - Povo Que Lavas no Rio.mp3,DataSets\img\Mané - Povo Que Lavas no Rio.npy,128.0,38300.0
0qmyJitPDds26H6vaAuFIN,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Mônica Salmaso - Moro Na Roça.mp3,DataSets\img\Mônica Salmaso - Moro Na Roça.npy,128.0,16906.0
4dBtni0XD7m1zMuuXA9SIb,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Regional Vermelho E Branco - Conorí.mp3,DataSets\img\Regional Vermelho E Branco - Conorí.npy,128.0,27663.0
74ga3ucK2TNLdlmAKMFSmO,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Aldeia dos Anjos - Guerreiras da Paz.mp3,DataSets\img\Aldeia dos Anjos - Guerreiras da Paz.npy,128.0,18301.0
16m8X96btiMe68kCjIXB55,Trompa-Mer,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,DataSets\audio\Elton Saldanha - A primeira vez.mp3,DataSets\img\Elton Saldanha - A primeira vez.npy,128.0,17227.0
3qA5zt0CekrechM5dJ9Z5v,Trompa-Mer,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,DataSets\audio\Rosa De Jesus - Pintadinho.mp3,DataSets\img\Rosa De Jesus - Pintadinho.npy,128.0,19225.0
2rqqmk5JkjIyXH1iOVno6r,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Paixao Cortes - Balaio.mp3,DataSets\img\Paixao Cortes - Balaio.npy,128.0,17172.0
60PxnQYeY1FrBq9A1YBlty,Trompa-Mer,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,DataSets\audio\Cristina Branco - Mágoa.mp3,DataSets\img\Cristina Branco - Mágoa.npy,128.0,11825.0
7picinSuMamOU0lAjh0fNv,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Rosa Maria - São João Bonito.mp3,DataSets\img\Rosa Maria - São João Bonito.npy,128.0,26924.0
5SAzQc3ZMIVRsQ3HedrGub,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Khaira Arby - Feriene.mp3,DataSets\img\Khaira Arby - Feriene.npy,128.0,22564.0
0FTxwamL89z3hJlu9y7QIO,Trompa-Mer,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,DataSets\audio\Samba Touré - Djandjo.mp3,DataSets\img\Samba Touré - Djandjo.npy,128.0,32279.0
4jH8s5AnvoEkHNELtDBAot,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Baba Sissoko - Djana.mp3,DataSets\img\Baba Sissoko - Djana.npy,128.0,19607.0
0UHPoA1C6SooMYPVQ5gExg,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Kady Diarra - Noumou Soumani.mp3,DataSets\img\Kady Diarra - Noumou Soumani.npy,128.0,32245.0
1TmWKfJvZxQDEWSwQfOYgi,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Samba Touré - Yawoye.mp3,DataSets\img\Samba Touré - Yawoye.npy,128.0,27522.0
0SiydsakOdF1n8wQViepXK,Trompa-Mer,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,DataSets\audio\Siaka Sidibé Ensemble - Siginyògònjugu.mp3,DataSets\img\Siaka Sidibé Ensemble - Siginyògònjugu.npy,128.0,26521.0
5QMaapYtBSplKmZPEz5Jfa,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Sory Kandia Kouyaté - Minawa.mp3,DataSets\img\Sory Kandia Kouyaté - Minawa.npy,128.0,23199.0
7jZXymh2SwJUGD4juPNVVH,Trompa-Mer,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,DataSets\audio\Nitefreak - Asara (feat. Bambo Cissokho).mp3,DataSets\img\Nitefreak - Asara (feat. Bambo Cissokho).npy,128.0,16430.0
40XlJilMDtJd6ZlOG06DO3,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\M'Bady Kouyaté - Laguiya _ Kelefaba.mp3,DataSets\img\M'Bady Kouyaté - Laguiya _ Kelefaba.npy,128.0,32232.0
2ePwLdOo5Gy4QxaXMMePcY,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Sory Kandia Kouyaté - Sakhodougou.mp3,DataSets\img\Sory Kandia Kouyaté - Sakhodougou.npy,128.0,66199.0
0KeZrlIFUKmev3jaDn9LHk,Trompa-Mer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,DataSets\audio\Bako Dagnon - M'Ba.mp3,DataSets\img\Bako Dagnon - M'Ba.npy,128.0,27600.0
6BeyOjnrePICbpdXarIICw,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
5BrIw5uu3epbUF1xxsPvTY,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Kemba Sussoko - Ca va _.mp3,DataSets\img\Kemba Sussoko - Ca va _.npy,128.0,41064.0
2PL6N5HkFDM0gUnbuTHhHQ,Trompa-Mer,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,DataSets\audio\Kassé-Mady Diabaté - Balakono.mp3,DataSets\img\Kassé-Mady Diabaté - Balakono.npy,128.0,20678.0
04WC5DUgZzObyLu589TyQF,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Salif Keita - Folon.mp3,DataSets\img\Salif Keita - Folon.npy,128.0,33167.0
5tyueS499xz4hmftYpBUO6,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,DataSets\audio\Siramori Diabate - Gwèdè (Hunter Hero) _ Tiramagan Fasa (Praise Song for Tiramagan).mp3,DataSets\img\Siramori Diabate - Gwèdè (Hunter Hero) _ Tiramagan Fasa (Praise Song for Tiramagan).npy,128.0,101655.0
4WZIwAx4dAXESF7tZbgfNa,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Ali Farka Touré - Amadinin.mp3,DataSets\img\Ali Farka Touré - Amadinin.npy,128.0,43279.0
3v9i4lx9aV0cjswxJMiUWL,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Foday Musa Suso - Ye Goni.mp3,DataSets\img\Foday Musa Suso - Ye Goni.npy,128.0,40411.0
6Ws4L1RItsFrToeQx5s2dJ,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Foday Musa Suso - Tesito.mp3,DataSets\img\Foday Musa Suso - Tesito.npy,128.0,23455.0
0eDAUmOjFK0X0bT0lwTLkk,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Siaka Sidibé Ensemble - Ko Caman Kè.mp3,DataSets\img\Siaka Sidibé Ensemble - Ko Caman Kè.npy,128.0,28499.0
641ccA4oR8TkRkJVr1h2T4,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Ablaye Cissoko - Niamokono.mp3,DataSets\img\Ablaye Cissoko - Niamokono.npy,128.0,46194.0
6xxlrH5t6ocdNzWi3Qm1Kp,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Dembo Konte & Kausu Kuyateh - Mamma Maneh.mp3,DataSets\img\Dembo Konte & Kausu Kuyateh - Mamma Maneh.npy,128.0,26686.0
4FMxdw2gD0irWTVFe3qd4N,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Jali Nyama Suso - Fanta.mp3,DataSets\img\Jali Nyama Suso - Fanta.npy,128.0,88500.0
0XBdjdlqdgemfuPNUHOPqt,Trompa-Mer,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,
5aCshn965AVkXXSiEiXxoF,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Kassé-Mady Diabaté - Kaira.mp3,DataSets\img\Kassé-Mady Diabaté - Kaira.npy,128.0,49399.0
59dTd8o79f00OjiFI7YFkN,Trompa-Mer,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,DataSets\audio\Les frères Coulibaly - Beni Nakan Lon.mp3,DataSets\img\Les frères Coulibaly - Beni Nakan Lon.npy,128.0,32799.0
4zDf6Odl6QJGkUohG1gyqs,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Jorge Arduh y Su Orquesta Típica - Lluvia de Estrellas.mp3,DataSets\img\Jorge Arduh y Su Orquesta Típica - Lluvia de Estrellas.npy,128.0,16786.0
1wEUMrSdsFle7aXz5OHOpR,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Azucena Maizani - La Canción de Buenos Aires (Live).mp3,DataSets\img\Azucena Maizani - La Canción de Buenos Aires (Live).npy,128.0,18507.0
70j7CbpLqxIqx5flyp76U9,Trompa-Mer,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,DataSets\audio\Yvonne Bastien - Uno.mp3,DataSets\img\Yvonne Bastien - Uno.npy,128.0,12852.0
2hENiXHf5aQKufaoKsr1vc,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Gabriela - Tren De La Medianoche _ Rambler.mp3,DataSets\img\Gabriela - Tren De La Medianoche _ Rambler.npy,128.0,35131.0
6TgWP4HXj9wZyJF3yoghRj,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Charly García - Superhéroes.mp3,DataSets\img\Charly García - Superhéroes.npy,128.0,15056.0
5kbc0rEqDMkE1U4dR7TCop,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\La Chicana - Lo Bueno y Lo Malo.mp3,DataSets\img\La Chicana - Lo Bueno y Lo Malo.npy,128.0,24479.0
38lb35Gm6DyUL832PqzkJ5,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Jorge Cafrune - Anocheciendo zambas.mp3,DataSets\img\Jorge Cafrune - Anocheciendo zambas.npy,128.0,22060.0
4pkEdl9tRJ0rWm82thE6xN,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Francisco Canaro - Buenos Aires Querido - Remasterizado.mp3,DataSets\img\Francisco Canaro - Buenos Aires Querido - Remasterizado.npy,128.0,18627.0
4raz8qKBst8nxtPfacNeKX,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"DataSets\audio\Francisco Canaro - Adios, Pampa Mia.mp3","DataSets\img\Francisco Canaro - Adios, Pampa Mia.npy",128.0,10211.0
2gmZQG0v6nx4pDw2xUcMhR,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Tahuantinsuyo - Zorzalito.mp3,DataSets\img\Tahuantinsuyo - Zorzalito.npy,128.0,18745.0
66B2qWN9fZCGjWKd9yYzAa,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Alfonso Esparza Oteo - Un Viejo Amor.mp3,DataSets\img\Alfonso Esparza Oteo - Un Viejo Amor.npy,128.0,20936.0
4DUqzpMYKexYXAfHNk6Js7,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,DataSets\audio\Royce Do Cavaco - Chegou Sua Vez.mp3,DataSets\img\Royce Do Cavaco - Chegou Sua Vez.npy,128.0,26103.0
5UfWNw9T5ZCtZJICl9abfr,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Mônica Vasconcelos - Oracao.mp3,DataSets\img\Mônica Vasconcelos - Oracao.npy,128.0,39146.0
4NqDc0oXzLQ4g3mS8NbNpC,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Vinícius de Moraes - Eu Sei Que Vou Te Amar - Live.mp3,DataSets\img\Vinícius de Moraes - Eu Sei Que Vou Te Amar - Live.npy,128.0,21835.0
56OMc2pr6XJgpQqASY7kYc,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Antônio Carlos Jobim - How Insensitive (Insensatez).mp3,DataSets\img\Antônio Carlos Jobim - How Insensitive (Insensatez).npy,128.0,11156.0
1p2SuKNZDUdq76CY4aXGeS,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Mônica Salmaso - Valsinha.mp3,DataSets\img\Mônica Salmaso - Valsinha.npy,128.0,20140.0
7en2clkFhIGVooYIHmrHyO,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Toquinho - Rosa Desfolhada.mp3,DataSets\img\Toquinho - Rosa Desfolhada.npy,128.0,26318.0
6ZpQ1csfD1NUe9oskVcfYa,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Bahiano e Coro - Pelo Telefone.mp3,DataSets\img\Bahiano e Coro - Pelo Telefone.npy,128.0,27350.0
2tcfbkABIwzpepPyaFsYF4,Trompa-Mer,0.1111111111111111,0.0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,DataSets\audio\Stan Getz - Desafinado.mp3,DataSets\img\Stan Getz - Desafinado.npy,128.0,13951.0
4hY1wcNRTRoX59Q2j9uLo2,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\João Gilberto - Chega de Saudade.mp3,DataSets\img\João Gilberto - Chega de Saudade.npy,128.0,12334.0
5s7AZnhqrZoh8bxmZIhmIU,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Andréa Daltro - Minha Maria É Bonita.mp3,DataSets\img\Andréa Daltro - Minha Maria É Bonita.npy,128.0,15991.0
2ccyfMLrk0e83ufjIzx7nP,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Novalima - Tumbala.mp3,DataSets\img\Novalima - Tumbala.npy,128.0,37143.0
5lbK51v4BbQl50hcKyroaD,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Susana Baca - Baho Kende y Palo Mayimbe.mp3,DataSets\img\Susana Baca - Baho Kende y Palo Mayimbe.npy,128.0,31216.0
4RvfozaNchxoTv78xt7UZ4,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Matus - Hada Morgana.mp3,DataSets\img\Matus - Hada Morgana.npy,128.0,13332.0
6OjM6qMiIeDMPsq0i5zgEv,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3MCIcDhQnSu71locMLkDd2,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Novalima - Festejo.mp3,DataSets\img\Novalima - Festejo.npy,128.0,25638.0
08QEqmZqmgSgbkSX3DJhVe,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Manuel Silva - El Hombre.mp3,DataSets\img\Manuel Silva - El Hombre.npy,128.0,22339.0
0IMuTDzuwr8xBH17gdyiMt,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Chabuca Granda - Pobre Voz.mp3,DataSets\img\Chabuca Granda - Pobre Voz.npy,128.0,16801.0
5UCuxPQjMVOtnzvAmafYDl,Trompa-Mer,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,DataSets\audio\Alturas - Busco un Ratón.mp3,DataSets\img\Alturas - Busco un Ratón.npy,128.0,12710.0
5DmIH1YPEtNFRMIfn7ohct,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Tania Libertad - La Cuerda Floja.mp3,DataSets\img\Tania Libertad - La Cuerda Floja.npy,128.0,22193.0
6Tyi3cohVqndOiYUj4fIQh,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Septeto Nacional de Ignacio Piñeiro - Echale Salsita.mp3,DataSets\img\Septeto Nacional de Ignacio Piñeiro - Echale Salsita.npy,128.0,16848.0
4zvoKpFK7yV7K6F6R5WkTQ,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Compay Segundo - Pobre Corazón.mp3,DataSets\img\Compay Segundo - Pobre Corazón.npy,128.0,24891.0
72Hs1rCaa3d01ynJoYZuvL,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Fernando Alvarez - Dos Gardenias.mp3,DataSets\img\Fernando Alvarez - Dos Gardenias.npy,128.0,19487.0
4PcfrcGYvKYnaRDtFefcm0,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Rafael Lopez - La sitiera.mp3,DataSets\img\Rafael Lopez - La sitiera.npy,128.0,20505.0
0vrzGBhoHDp4gbnuEykvR9,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Vicentico Valdés - Hechos...No Palabras.mp3,DataSets\img\Vicentico Valdés - Hechos...No Palabras.npy,128.0,11451.0
2fqTTzINvVTid3XpwDEIya,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Toña La Negra - No Te Importe Saber.mp3,DataSets\img\Toña La Negra - No Te Importe Saber.npy,128.0,20001.0
1VONcrGxRA2Suq56IVgy7n,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Beny Moré - Bombón De Pollo.mp3,DataSets\img\Beny Moré - Bombón De Pollo.npy,128.0,17245.0
5BNvJ36wKa4J9SFj0kXhhK,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Celia Cruz - Madre Rumba - Remastered.mp3,DataSets\img\Celia Cruz - Madre Rumba - Remastered.npy,128.0,18604.0
2CA5865wcmBr7rV3sha9dp,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Celia Cruz - Noche Criolla.mp3,DataSets\img\Celia Cruz - Noche Criolla.npy,128.0,8176.0
3dJzFa1aLJN1mduCUDV1Q8,Trompa-Mer,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,DataSets\audio\Vieja Trova Santiaguera - ¿ Qué Viste _.mp3,DataSets\img\Vieja Trova Santiaguera - ¿ Qué Viste _.npy,128.0,44765.0
3kymYtzfYgL9PKnHs3P04q,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Compay Segundo - San Luisera.mp3,DataSets\img\Compay Segundo - San Luisera.npy,128.0,16503.0
02oyxPvWpwTGB7hbl8rJJm,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Daymé Arocena - Lo Que Fue.mp3,DataSets\img\Daymé Arocena - Lo Que Fue.npy,128.0,20417.0
7rrfb22TyK3CsIpyZqQPT7,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Soneros De Verdad - Las Tunas.mp3,DataSets\img\Soneros De Verdad - Las Tunas.npy,128.0,29800.0
7z2OGKCkINzuvlIRLA4uYR,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Various Artists - Ten Piedad.mp3,DataSets\img\Various Artists - Ten Piedad.npy,128.0,17339.0
6cfJa8zNNd48ZBaduCwnql,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Chucho Valdés - Tu Me Acostumbrastes.mp3,DataSets\img\Chucho Valdés - Tu Me Acostumbrastes.npy,128.0,21916.0
18FKm8dUcDdHP7JUU27TTH,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Maria Teresa Vera - Me parece mentira - Remastered.mp3,DataSets\img\Maria Teresa Vera - Me parece mentira - Remastered.npy,128.0,20249.0
3jiSagSREEgX9xrMkg1e8h,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Jorge Yáñez - El Gorro de Lana.mp3,DataSets\img\Jorge Yáñez - El Gorro de Lana.npy,128.0,19199.0
5lP1NWwgjfEQvIlr2PkfKn,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Inti-Illimani - El Pueblo Unido jamás será Vencido.mp3,DataSets\img\Inti-Illimani - El Pueblo Unido jamás será Vencido.npy,128.0,25756.0
6XmEcp0Y5HKFSM125qPyzb,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,DataSets\audio\Angel Parra - Cancion del Obrero Muerto en Cordoba.mp3,DataSets\img\Angel Parra - Cancion del Obrero Muerto en Cordoba.npy,128.0,24920.0
4gtQZdFChgLc2SSZxUihDN,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Mariana Montalvo - Hombre pequeñito.mp3,DataSets\img\Mariana Montalvo - Hombre pequeñito.npy,128.0,19016.0
1DNPy4Q8krN5Jr55sKFbsN,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Victor Jara - Venían del Desierto.mp3,DataSets\img\Victor Jara - Venían del Desierto.npy,128.0,17807.0
2W0VYntdf1IuePzPFqzAs7,Trompa-Mer,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,DataSets\audio\Los Cuatro Hnos. Silva - Sombras.mp3,DataSets\img\Los Cuatro Hnos. Silva - Sombras.npy,128.0,22172.0
6weKmnkc7RLosuMYy7vBlf,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Mariana Montalvo - Mi canci_n.mp3,DataSets\img\Mariana Montalvo - Mi canci_n.npy,128.0,20161.0
0TeNSuU1JhgWjm9zhhGWaU,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Carmen González - Fuego en el 23.mp3,DataSets\img\Carmen González - Fuego en el 23.npy,128.0,34463.0
4jq6tNgOkmHvpifn5jIaGD,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Eljuri - Peligrosa.mp3,DataSets\img\Eljuri - Peligrosa.npy,128.0,23896.0
3ECnCdukTcI9iBhOr10n0n,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
3qGXHZsCiDfKB3jgbaiEZw,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Julio Jaramillo - Aquellos Ojos.mp3,DataSets\img\Julio Jaramillo - Aquellos Ojos.npy,128.0,18139.0
636V3Uz1Urbr9KwlncyMmv,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Julio Jaramillo - Despertar Llorando.mp3,DataSets\img\Julio Jaramillo - Despertar Llorando.npy,128.0,16718.0
42vJEokMX1n4uvaw9qo2Rp,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Traditional - Entrando a la iglesia.mp3,DataSets\img\Traditional - Entrando a la iglesia.npy,128.0,28212.0
2uW4Qs2BYdeJnDTXeI9l7T,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Papá Roncón & Katanga - Amigo - MI Amigo.mp3,DataSets\img\Papá Roncón & Katanga - Amigo - MI Amigo.npy,128.0,14176.0
15USVROQrBbAc68l88cIgT,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Susana Peña - Nostalgia (nostalgi).mp3,DataSets\img\Susana Peña - Nostalgia (nostalgi).npy,128.0,29298.0
5r3XrpYBXGfwEv4ZuNPMY2,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Maria Usbeck - Isla Magica.mp3,DataSets\img\Maria Usbeck - Isla Magica.npy,128.0,27026.0
